source_interest_excel_row,source_excel_row,OPLEIDINGSEENHEIDCODE,ONDERWIJSAANBIEDER_NAAM,ERKENDEOPLEIDINGSCODE,NAAM_LANG,student_interest,evidence,source_title,source_url,strength,interest_relationship,counselor_programme_id,target_mapping_status
18749,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,public communication about art,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: public communication about art.",Kunstgeschiedenis — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000409,mapped
18750,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,examining how representations of women’s bodies changed over time,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: examining how representations of women’s bodies changed over time.",Kunstgeschiedenis — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/kunstgeschiedenis.html || https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000409,mapped
18751,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,investigating colonial heritage in a museum collection,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: investigating colonial heritage in a museum collection.",Kunstgeschiedenis — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/kunstgeschiedenis.html || https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000409,mapped
18752,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,analysing an artwork’s materials and production techniques,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: analysing an artwork’s materials and production techniques.",Kunstgeschiedenis — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/kunstgeschiedenis.html || https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000409,mapped
18753,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,studying architecture during an international field excursion,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: studying architecture during an international field excursion.",Kunstgeschiedenis — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/kunstgeschiedenis.html || https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000409,mapped
18754,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,researching the provenance of an object in a museum,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: researching the provenance of an object in a museum.",Kunstgeschiedenis — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/kunstgeschiedenis.html || https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000409,mapped
18755,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,interpreting a contemporary artwork as evidence of social change,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: interpreting a contemporary artwork as evidence of social change.",Kunstgeschiedenis — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/kunstgeschiedenis.html || https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000409,mapped
18756,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,working in museums,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working in museums.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18757,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,working in galleries,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working in galleries.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18758,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,working for auction houses,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working for auction houses.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18759,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,managing private or corporate art collections,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: managing private or corporate art collections.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18760,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,working in heritage conservation,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working in heritage conservation.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18761,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,working in the art and antiques trade,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working in the art and antiques trade.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18762,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,organising art fairs and biennials,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: organising art fairs and biennials.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18763,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,arts journalism,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: arts journalism.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18764,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,advising cultural organisations,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: advising cultural organisations.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18765,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,working in cultural tourism,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working in cultural tourism.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18766,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,public-sector cultural policy,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: public-sector cultural policy.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18767,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,working for architecture or heritage institutions,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working for architecture or heritage institutions.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18768,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,teaching art after further qualification,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: teaching art after further qualification.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18769,424,1001O6051,Universiteit van Amsterdam,56824,Kunstgeschiedenis,doctoral research in art history,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: doctoral research in art history.",Kunstgeschiedenis — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstgeschiedenis/na-je-bachelor/na-je-bachelor.html,Explicit,Outcome or individual trajectory,cp-000409,mapped
18770,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,artificial intelligence,The official programme overview identifies this as a substantive programme-level academic interest: artificial intelligence.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18771,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,understanding and modelling intelligence,The official programme overview identifies this as a substantive programme-level academic interest: understanding and modelling intelligence.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18772,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,intelligent computer systems,The official programme overview identifies this as a substantive programme-level academic interest: intelligent computer systems.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18773,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,machine learning,The official programme overview identifies this as a substantive programme-level academic interest: machine learning.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18774,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,how computers imitate human thinking,The official programme overview identifies this as a substantive programme-level academic interest: how computers imitate human thinking.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18775,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,combining computing and cognitive science,The official programme overview identifies this as a substantive programme-level academic interest: combining computing and cognitive science.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18776,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,developing AI applications,The official programme overview identifies this as a substantive programme-level academic interest: developing AI applications.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18777,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,intelligent decision-making,The official programme overview identifies this as a substantive programme-level academic interest: intelligent decision-making.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18778,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,language and speech technology,The official programme overview identifies this as a substantive programme-level academic interest: language and speech technology.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18779,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,the mathematical foundations of AI,The official programme overview identifies this as a substantive programme-level academic interest: the mathematical foundations of AI.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18780,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,computational models of cognition,The official programme overview identifies this as a substantive programme-level academic interest: computational models of cognition.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18781,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,analysing intelligent behaviour,The official programme overview identifies this as a substantive programme-level academic interest: analysing intelligent behaviour.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18782,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,designing data-driven systems,The official programme overview identifies this as a substantive programme-level academic interest: designing data-driven systems.,Kunstmatige Intelligentie — official bachelor's programme overview,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html,Explicit,Direct programme interest,cp-000410,mapped
18783,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,Python programming,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: Python programming.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18784,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,Prolog programming,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: Prolog programming.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18785,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,mathematical logic,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: mathematical logic.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18786,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,linear algebra,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: linear algebra.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18787,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,calculus,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: calculus.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18788,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,probability,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: probability.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18789,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,statistics,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: statistics.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18790,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,algorithms,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: algorithms.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18791,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,intelligent systems,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: intelligent systems.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18792,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,neural networks,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: neural networks.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18793,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,deep learning,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: deep learning.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18794,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,knowledge representation,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: knowledge representation.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18795,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,cognitive modelling,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: cognitive modelling.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18796,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,natural language processing,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: natural language processing.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18797,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,speech technology,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: speech technology.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18798,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,computer vision,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: computer vision.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18799,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,image recognition,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: image recognition.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18800,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,decision-making algorithms,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: decision-making algorithms.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18801,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,reinforcement learning,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: reinforcement learning.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18802,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,human cognition,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: human cognition.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18803,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,robotics,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: robotics.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18804,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,data analysis,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: data analysis.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18805,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,computational neuroscience,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: computational neuroscience.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18806,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,AI research methods,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: AI research methods.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18807,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,logic-based reasoning,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: logic-based reasoning.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18808,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,model evaluation,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: model evaluation.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18809,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,ethical questions in artificial intelligence,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: ethical questions in artificial intelligence.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18810,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,company-based AI projects,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: company-based AI projects.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18811,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,programming intelligent agents,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: programming intelligent agents.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18812,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,data-driven prediction,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: data-driven prediction.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18813,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,scientific experimentation,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: scientific experimentation.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18814,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,AI systems design,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: AI systems design.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18815,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,independent artificial-intelligence research,"The official bachelor curriculum teaches or substantively discusses this subject, research method or analytical skill: independent artificial-intelligence research.",Kunstmatige Intelligentie — official bachelor's study programme,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Curricular topic,cp-000410,mapped
18816,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,training a system to distinguish vegetables from fruit in a kitchen,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: training a system to distinguish vegetables from fruit in a kitchen.",Kunstmatige Intelligentie — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html || https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000410,mapped
18817,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,investigating how a computer can imitate human reasoning,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: investigating how a computer can imitate human reasoning.",Kunstmatige Intelligentie — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html || https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000410,mapped
18818,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,developing an AI application for a company,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: developing an AI application for a company.",Kunstmatige Intelligentie — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html || https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000410,mapped
18819,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,evaluating a neural-network approach to image recognition,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: evaluating a neural-network approach to image recognition.",Kunstmatige Intelligentie — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html || https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000410,mapped
